source_dataset,clip_id,audioset_segment_sec,original_category,danger_label,esc50_fold,caption
ESC-50,2-117795-A-3.wav,,cow,0,2,several cows are mooing in the background
ESC-50,2-117795-B-3.wav,,cow,0,2,several cows are mooing loudly in the background
ESC-50,2-118072-A-0.wav,,dog,1,2,a dog is barking loudly and sporadically
ESC-50,2-118104-A-21.wav,,sneezing,1,2,a person coughs five times and then sniffs repeatedly
ESC-50,2-118459-A-32.wav,,keyboard_typing,0,2,someone is typing on a typewriter and types on a keyboard
ESC-50,2-118459-B-32.wav,,keyboard_typing,0,2,someone is typing on a typewriter and types on a keyboard
ESC-50,2-118624-A-30.wav,,door_wood_knock,0,2,a person is knocking on a door five times
ESC-50,2-118625-A-30.wav,,door_wood_knock,0,2,a person is knocking on a door five times
ESC-50,2-118817-A-32.wav,,keyboard_typing,0,2,a person is typing on a keyboard and types on a computer
ESC-50,2-118964-A-0.wav,,dog,1,2,a dog is barking repeatedly and then barks twice
ESC-50,2-119102-A-21.wav,,sneezing,1,2,a person is sneezing twice and then blows their nose
ESC-50,2-119139-A-31.wav,,mouse_click,0,2,a person is using a manual typewriter to make a clinking sound
ESC-50,2-119161-A-8.wav,,sheep,0,2,a sheep is bleating and birds are chirping in the background
ESC-50,2-119161-B-8.wav,,sheep,0,2,a sheep bleats and birds chirp in the background
ESC-50,2-119161-C-8.wav,,sheep,0,2,a sheep bleats loudly while other birds chirp in the background
ESC-50,2-119748-A-38.wav,,clock_tick,0,2,a person is walking around in a large room
ESC-50,2-120218-A-30.wav,,door_wood_knock,0,2,a person is knocking on a door five times
ESC-50,2-120218-B-30.wav,,door_wood_knock,0,2,a person is knocking on a door but then knocks on the wood
ESC-50,2-120333-A-32.wav,,keyboard_typing,0,2,a person is typing on a keyboard and types on a hard surface
ESC-50,2-120586-A-6.wav,,hen,0,2,a chicken is clucking and flapping its wings
ESC-50,2-120587-A-6.wav,,hen,0,2,a chicken is clucking and flapping its wings
ESC-50,2-121909-A-35.wav,,washing_machine,0,2,a machine is running at a constant speed
ESC-50,2-121978-A-29.wav,,drinking_sipping,0,2,a person is chewing on a hard surface with some objects in the background
ESC-50,2-122066-A-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-122066-B-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-122067-A-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-122067-B-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-122104-A-0.wav,,dog,1,2,a dog is barking loudly at a consistent rate
ESC-50,2-122104-B-0.wav,,dog,1,2,a dog is barking loudly at a consistent rate
ESC-50,2-122616-A-14.wav,,chirping_birds,0,2,birds are chirping and singing in the background
ESC-50,2-122763-A-29.wav,,drinking_sipping,0,2,a person is drinking water from a container to make a lot of bubbles
ESC-50,2-122763-B-29.wav,,drinking_sipping,0,2,a person is drinking water from a bottle and then they laugh their nose then they reach their throat
ESC-50,2-122820-A-36.wav,,vacuum_cleaner,0,2,a hair dryer is running at a high speed
ESC-50,2-122820-B-36.wav,,vacuum_cleaner,0,2,a hair dryer is being used to cut something
ESC-50,2-123712-A-33.wav,,door_wood_creaks,0,2,someone is rocking back and forth on a wooden chair
ESC-50,2-123896-A-24.wav,,coughing,1,2,a person coughs five times and then coughing then clearing their throat
ESC-50,2-124564-A-15.wav,,water_drops,0,2,water dripping from a faucet into a tub
ESC-50,2-124662-A-11.wav,,sea_waves,0,2,waves are crashing against the shore and splashing against the beach
ESC-50,2-125520-A-43.wav,,car_horn,1,2,a car horn is being blown at different speeds
ESC-50,2-125821-A-13.wav,,crickets,0,2,a cricket is chirping and the water is flowing
ESC-50,2-125875-A-13.wav,,crickets,0,2,crickets are chirping and people are talking in the background
ESC-50,2-125966-A-11.wav,,sea_waves,0,2,water is splashing in a stream and a person is swimming
ESC-50,2-126433-A-17.wav,,pouring_water,0,2,water is poured into a container and then pouring into a cup
ESC-50,2-126756-A-29.wav,,drinking_sipping,0,2,a man coughs five times and then a woman laughs
ESC-50,2-127108-A-38.wav,,clock_tick,0,2,a clock is ticking very slowly at a steady pace
ESC-50,2-127109-A-6.wav,,hen,0,2,a chicken is clucking and flapping its wings
ESC-50,2-128465-A-43.wav,,car_horn,1,2,a car horn honks while cars drive by in the background
ESC-50,2-128465-B-43.wav,,car_horn,1,2,a car horn is blaring and traffic is passing by
ESC-50,2-128631-A-21.wav,,sneezing,1,2,a man coughs five times and sneezes twice
ESC-50,2-130245-A-34.wav,,can_opening,0,2,someone is opening and closing a lid of a can
ESC-50,2-130978-A-21.wav,,sneezing,1,2,a person is sneezing twice and then blows their nose again
ESC-50,2-130979-A-21.wav,,sneezing,1,2,a person is sneezing twice and then blows their nose
ESC-50,2-131943-A-38.wav,,clock_tick,0,2,a clock is ticking very slowly and then stops
ESC-50,2-132157-A-11.wav,,sea_waves,0,2,water is splashing in the ocean waves are crashing
ESC-50,2-132157-B-11.wav,,sea_waves,0,2,waves crash against the shore and the wind blows
ESC-50,2-133863-A-11.wav,,sea_waves,0,2,waves are crashing against the shore and splashing the ocean
ESC-50,2-133889-A-30.wav,,door_wood_knock,0,2,a person is knocking on a door five times
ESC-50,2-134049-A-6.wav,,hen,0,2,a chicken is clucking while other birds are chirping in the background
ESC-50,2-134700-A-38.wav,,clock_tick,0,2,a clock is ticking and clicking back and forth
ESC-50,2-134915-A-30.wav,,door_wood_knock,0,2,a person is knocking on a door at a steady pace
ESC-50,2-135649-A-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-135649-B-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-135649-C-45.wav,,train,0,2,a subway train is passing by on the tracks
ESC-50,2-135728-A-38.wav,,clock_tick,0,2,a clock is ticking very slowly and steadily
ESC-50,2-135860-A-49.wav,,hand_saw,0,2,a person is using a saw to cut wood
ESC-50,2-137162-A-11.wav,,sea_waves,0,2,waves crash against the shore and the ocean wave crashes into the beach
ESC-50,2-138257-A-31.wav,,mouse_click,0,2,a person is typing on a keyboard that is clicking it back and forth
ESC-50,2-138465-A-43.wav,,car_horn,1,2,a car drives by and a siren blares in the distance
ESC-50,2-139748-A-15.wav,,water_drops,0,2,water drips into a metal container at a steady pace
ESC-50,2-139748-B-15.wav,,water_drops,0,2,water drips into a metal container at a steady pace
ESC-50,2-139749-A-15.wav,,water_drops,0,2,water is dripping from a faucet into a sink
ESC-50,2-140147-A-38.wav,,clock_tick,0,2,a clock is ticking back and forth in a rhythmic pattern
ESC-50,2-140841-A-30.wav,,door_wood_knock,0,2,a person is knocking on a door five times
ESC-50,2-141563-A-39.wav,,glass_breaking,1,2,glass is broken by a large amount of metal is repeatedly thrown into a pile
ESC-50,2-141584-A-38.wav,,clock_tick,0,2,a clock is ticking very slowly at a steady pace
ESC-50,2-141681-A-36.wav,,vacuum_cleaner,0,2,a vacuum cleaner is running at a constant speed
ESC-50,2-141681-B-36.wav,,vacuum_cleaner,0,2,a vacuum cleaner is running at a high speed
ESC-50,2-141682-A-36.wav,,vacuum_cleaner,0,2,a vacuum cleaner is turned on and then it cuts off
ESC-50,2-141682-B-36.wav,,vacuum_cleaner,0,2,a machine is running at a constant speed
ESC-50,2-144031-A-34.wav,,can_opening,0,2,someone is opening and closing a knife with a shovel
ESC-50,2-144137-A-43.wav,,car_horn,1,2,a car horn honks repeatedly in a steady pace
ESC-50,2-146877-A-31.wav,,mouse_click,0,2,a person is typing on a keyboard and clicking it
ESC-50,2-146877-B-31.wav,,mouse_click,0,2,a person is typing on a keyboard and clicking it
ESC-50,2-151079-A-20.wav,,crying_baby,1,2,a baby is crying and making a loud squeaking sound
ESC-50,2-152895-A-31.wav,,mouse_click,0,2,a person is tapping on a piece of wood
ESC-50,2-152964-A-31.wav,,mouse_click,0,2,a person is typing on a computer keyboard
ESC-50,2-153388-A-31.wav,,mouse_click,0,2,a person is using a manual typewriter to fix it
ESC-50,2-154688-A-31.wav,,mouse_click,0,2,a person is typing on a keyboard that is clicking it back and forth
ESC-50,2-155801-A-11.wav,,sea_waves,0,2,waves are crashing on the shore and the wind is blowing
ESC-50,2-157488-A-6.wav,,hen,0,2,a chicken is clucking and flapping its wings
ESC-50,2-158746-A-2.wav,,pig,0,2,a pig oinking in the background as it is snorting and roaring
ESC-50,2-158746-B-2.wav,,pig,0,2,a pig is oinking in the background as it is snorting and pigs are grunting
ESC-50,2-158746-C-2.wav,,pig,0,2,a pig is snorting as crickets chirp in the background
ESC-50,2-158746-D-2.wav,,pig,0,2,a pig is snorting as it is oinking in the background
ESC-50,2-160128-A-7.wav,,insects,0,2,bees are buzzing and insects are chirping in the background
ESC-50,2-160888-A-47.wav,,airplane,0,2,a vehicle is driving on the road with a loud engine
ESC-50,2-165801-A-48.wav,,fireworks,0,2,fireworks are going off in the distance
ESC-50,2-166644-A-2.wav,,pig,0,2,a pig oinking in the background and a dog growling
ESC-50,2-166644-B-2.wav,,pig,0,2,a pig is oinking in the background as a dog is growling
ESC-50,2-166644-C-2.wav,,pig,0,2,a pig is oinking in the background as a person is in the foreground
ESC-50,2-173559-A-39.wav,,glass_breaking,1,2,glass bottles are thrown into a pile of objects
ESC-50,2-173607-A-39.wav,,glass_breaking,1,2,a man is speaking while glass is broken by a metal object
ESC-50,2-173618-A-39.wav,,glass_breaking,1,2,glass shatters and metal objects clank against another hard surface
ESC-50,2-182508-A-8.wav,,sheep,0,2,a crow cawing loudly and a sheep bleats in the background
ESC-50,2-182508-B-8.wav,,sheep,0,2,a sheep bleats loudly in the background
ESC-50,2-184077-A-49.wav,,hand_saw,0,2,a person is sawing wood with a saw in the background
ESC-50,2-18766-A-12.wav,,crackling_fire,0,2,a fire crackling and popping as it burns and crackles
ESC-50,2-18766-B-12.wav,,crackling_fire,0,2,a fire crackling and popping as it burns and crackles
ESC-50,2-188822-A-40.wav,,helicopter,0,2,an airplane is flying overhead while the wind is blowing
ESC-50,2-188822-B-40.wav,,helicopter,0,2,an airplane is flying overhead while a plane is passing by
ESC-50,2-188822-C-40.wav,,helicopter,0,2,a helicopter is flying overhead with an airplane propeller plane is taking off
ESC-50,2-188822-D-40.wav,,helicopter,0,2,an airplane is flying overhead and a helicopter is in the sky
ESC-50,2-196688-A-8.wav,,sheep,0,2,a sheep bleats and a cow moos in the background
ESC-50,2-205966-A-16.wav,,wind,0,2,cars are driving by on a highway in the distance
ESC-50,2-209471-A-25.wav,,footsteps,0,2,a person is walking on a hard surface and people are talking in the background
ESC-50,2-209472-A-25.wav,,footsteps,0,2,a person is walking on a wooden floor with heavy boots
ESC-50,2-209473-A-25.wav,,footsteps,0,2,a person is walking on a hard floor with heavy boots
ESC-50,2-209474-A-25.wav,,footsteps,0,2,a person is walking on a hard surface with heavy boots
ESC-50,2-209475-A-25.wav,,footsteps,0,2,a person is walking on a hard surface
ESC-50,2-209476-A-25.wav,,footsteps,0,2,a person is walking on a hard surface
ESC-50,2-209477-A-25.wav,,footsteps,0,2,a person is walking on a hard surface
ESC-50,2-209478-A-25.wav,,footsteps,0,2,a person is walking on a hardwood floor
ESC-50,2-250710-A-39.wav,,glass_breaking,1,2,a person is throwing glass against the ground with a spoon and then picking it to the dishes
ESC-50,2-25292-A-22.wav,,clapping,0,2,a crowd of people are clapping and cheering
ESC-50,2-25293-A-22.wav,,clapping,0,2,a crowd of people are clapping and cheering at a steady pace
ESC-50,2-262579-A-45.wav,,train,0,2,a train is passing by on a railroad track
ESC-50,2-28314-A-12.wav,,crackling_fire,0,2,a fire is burning and crackling and popping as it burns
ESC-50,2-28314-B-12.wav,,crackling_fire,0,2,a fire crackles and pops in the distance
ESC-50,2-30322-A-12.wav,,crackling_fire,0,2,a fire is burning and crackling and popping as it burns
ESC-50,2-30322-B-12.wav,,crackling_fire,0,2,a fire crackles and pops in the distance
ESC-50,2-32515-A-4.wav,,frog,0,2,a frog is croaking and frogs croak in the background
ESC-50,2-32515-B-4.wav,,frog,0,2,frogs are croaking and crickets are chirping in the night
ESC-50,2-32515-C-4.wav,,frog,0,2,frogs are croaking in the background and a frog is quacking
ESC-50,2-32515-D-4.wav,,frog,0,2,frogs are croaking in the background and a frog is quacking
ESC-50,2-32834-A-4.wav,,frog,0,2,frogs are croaking in the night
ESC-50,2-37806-A-40.wav,,helicopter,0,2,a helicopter is flying over the sky and the engine is running
ESC-50,2-37806-B-40.wav,,helicopter,0,2,a helicopter is flying overhead while a plane is in the background
ESC-50,2-37806-C-40.wav,,helicopter,0,2,a helicopter is flying overhead and getting ready to takeoff
ESC-50,2-37806-D-40.wav,,helicopter,0,2,a helicopter is flying overhead and a plane is taking off
ESC-50,2-37870-A-2.wav,,pig,0,2,pigs oinking in the background as a pig oinks in the foreground
ESC-50,2-39441-A-19.wav,,thunderstorm,0,2,thunder rumbles in the distance as rain falls
ESC-50,2-39443-A-19.wav,,thunderstorm,0,2,thunder rolls in the distance and then fades away
ESC-50,2-39443-B-19.wav,,thunderstorm,0,2,thunder rolls in the distance as rain pours down
ESC-50,2-39945-A-19.wav,,thunderstorm,0,2,thunder claps in the distance and then lightning strike
ESC-50,2-39945-B-19.wav,,thunderstorm,0,2,thunder claps in the distance as rain falls
ESC-50,2-39945-C-19.wav,,thunderstorm,0,2,thunder claps in the distance and then lightning strike
ESC-50,2-42101-A-43.wav,,car_horn,1,2,a car horn honks while cars drive by in the background
ESC-50,2-43802-A-42.wav,,siren,1,2,a siren is blaring and emergency sirens are sounding in the background
ESC-50,2-43806-A-42.wav,,siren,1,2,a police car with a siren is going off
ESC-50,2-50665-A-20.wav,,crying_baby,1,2,a baby cries loudly and another child screams in the background
ESC-50,2-50666-A-20.wav,,crying_baby,1,2,a baby is crying and babbling while a child is speaking in the background
ESC-50,2-50667-A-41.wav,,chainsaw,1,2,a chainsaw is cutting through a piece of wood
ESC-50,2-50667-B-41.wav,,chainsaw,1,2,a chainsaw is cutting wood with a saw
ESC-50,2-50668-A-41.wav,,chainsaw,1,2,a chainsaw is cutting through a piece of wood
ESC-50,2-50668-B-41.wav,,chainsaw,1,2,a chainsaw is cutting through a piece of wood
ESC-50,2-50774-A-23.wav,,breathing,0,2,a person is breathing heavily and steadily in the background
ESC-50,2-51173-A-35.wav,,washing_machine,0,2,a machine is running and then it is turned on
ESC-50,2-51630-A-49.wav,,hand_saw,0,2,a person is sawing wood with a saw
ESC-50,2-51630-B-49.wav,,hand_saw,0,2,a saw is being used in a piece of wood
ESC-50,2-52001-A-28.wav,,snoring,0,2,a person is snoring very loudly at a consistent rate
ESC-50,2-52001-B-28.wav,,snoring,0,2,a person is snoring very loudly and steadily
ESC-50,2-52085-A-4.wav,,frog,0,2,frogs are croaking in the background and a frog is quacking
ESC-50,2-52085-B-4.wav,,frog,0,2,frogs are croaking in the background and a frog is quacking
ESC-50,2-52789-A-4.wav,,frog,0,2,a group of birds are chirping and a rooster is crowing
ESC-50,2-54086-A-43.wav,,car_horn,1,2,a car horn is being blown over and over
ESC-50,2-54961-A-23.wav,,breathing,0,2,a person is breathing heavily in their sleep in and out
ESC-50,2-54962-A-23.wav,,breathing,0,2,a person is making a loud roaring sound
ESC-50,2-56926-A-46.wav,,church_bells,0,2,church bells are ringing loudly in the tower
ESC-50,2-57191-A-46.wav,,church_bells,0,2,church bells are ringing loudly in a tower
ESC-50,2-57733-A-22.wav,,clapping,0,2,a large group of people are clapping and applauding
ESC-50,2-59241-A-35.wav,,washing_machine,0,2,a machine is running at a constant speed
ESC-50,2-59321-A-49.wav,,hand_saw,0,2,someone is sawing a piece of wood with a saw
ESC-50,2-59565-A-46.wav,,church_bells,0,2,church bells are ringing loudly in the tower
ESC-50,2-59566-A-46.wav,,church_bells,0,2,church bells are ringing loudly in the background
ESC-50,2-60180-A-49.wav,,hand_saw,0,2,a saw is being used to cut a piece of wood
ESC-50,2-60180-B-49.wav,,hand_saw,0,2,a person is using a saw to cut wood
ESC-50,2-60791-A-26.wav,,laughing,0,2,a group of people are laughing and talking in a large room
ESC-50,2-60794-A-26.wav,,laughing,0,2,a large group of people are laughing and clapping
ESC-50,2-60795-A-26.wav,,laughing,0,2,a large group of people are laughing and talking
ESC-50,2-60900-A-22.wav,,clapping,0,2,a crowd of people are clapping and cheering
ESC-50,2-61311-A-12.wav,,crackling_fire,0,2,a person is tapping on wood with a stick and popping sounds in the background
ESC-50,2-61618-A-46.wav,,church_bells,0,2,church bells are ringing in the tower
ESC-50,2-62226-A-26.wav,,laughing,0,2,a group of people are laughing and talking
ESC-50,2-64332-A-18.wav,,toilet_flush,0,2,a toilet flushes and water drains and then the flushing of the tank refills
ESC-50,2-64962-A-15.wav,,water_drops,0,2,water is dripping from a faucet into a metal container
ESC-50,2-64963-A-15.wav,,water_drops,0,2,water is dripping from a faucet into a metal container
ESC-50,2-65484-A-18.wav,,toilet_flush,0,2,a toilet is flushed and the water is running
ESC-50,2-65747-A-12.wav,,crackling_fire,0,2,a fire crackling and popping as it burns
ESC-50,2-65750-A-1.wav,,rooster,0,2,a chicken is crowing and birds are chirping in the background
ESC-50,2-66205-A-23.wav,,breathing,0,2,a person is breathing heavily while another woman is whispering
ESC-50,2-66637-A-20.wav,,crying_baby,1,2,a baby is crying and cooing while another person is coughing in the background
ESC-50,2-66637-B-20.wav,,crying_baby,1,2,a baby is crying and cooing while another person is coughing in the background
ESC-50,2-67422-A-18.wav,,toilet_flush,0,2,a toilet is flushed and water is running
ESC-50,2-68391-A-41.wav,,chainsaw,1,2,a chainsaw is cutting through a piece of wood
ESC-50,2-68391-B-41.wav,,chainsaw,1,2,a chainsaw is cutting through a piece of wood
ESC-50,2-68595-A-15.wav,,water_drops,0,2,water is dripping into a metal container that echoes in the background
ESC-50,2-68595-B-15.wav,,water_drops,0,2,water is dripping from a faucet into a sink
ESC-50,2-69131-A-5.wav,,cat,0,2,a cat is meowing and making a kitten meows at the same time
ESC-50,2-69131-B-5.wav,,cat,0,2,a cat is meowing and making a loud noise
ESC-50,2-70052-A-42.wav,,siren,1,2,a siren is blaring and a police whistle is blowing
ESC-50,2-70052-B-42.wav,,siren,1,2,a police car with a siren going off
ESC-50,2-70280-A-18.wav,,toilet_flush,0,2,a toilet flushes and water drains and flushing
ESC-50,2-70344-A-33.wav,,door_wood_creaks,0,2,a machine gun is fired repeatedly and then stops
ESC-50,2-70366-A-33.wav,,door_wood_creaks,0,2,a door is creaking as it is opened and closed
ESC-50,2-70367-A-33.wav,,door_wood_creaks,0,2,a creaky door is creaking as it is opened and closed
ESC-50,2-70936-A-42.wav,,siren,1,2,a siren is blaring and a police car is driving by
ESC-50,2-70938-A-42.wav,,siren,1,2,a siren goes off and gets louder as time passes
ESC-50,2-70939-A-42.wav,,siren,1,2,a siren is blaring and a police car alarm is going off
ESC-50,2-71162-A-1.wav,,rooster,0,2,a chicken is clucking and crowing while other birds are chirping in the background
ESC-50,2-72268-A-6.wav,,hen,0,2,a chicken is clucking while birds are chirping in the background
ESC-50,2-72547-A-14.wav,,chirping_birds,0,2,a bird is chirping and making a lot of noise
ESC-50,2-72547-B-14.wav,,chirping_birds,0,2,birds are chirping and singing in the background
ESC-50,2-72547-C-14.wav,,chirping_birds,0,2,birds are chirping in the background while a bird is singing
ESC-50,2-72547-D-14.wav,,chirping_birds,0,2,birds are chirping in the background while a person is walking on a hard surface
ESC-50,2-72677-A-18.wav,,toilet_flush,0,2,a toilet is flushed and water is flushing
ESC-50,2-72688-A-42.wav,,siren,1,2,a civil defense siren is blaring and it gets louder
ESC-50,2-72970-A-10.wav,,rain,0,2,rain is falling on the roof of a house
ESC-50,2-73027-A-10.wav,,rain,0,2,rain is pouring down on the roof of a house
ESC-50,2-7321-A-33.wav,,door_wood_creaks,0,2,a person is walking on a hard surface and then a door opens and closes
ESC-50,2-73260-A-10.wav,,rain,0,2,rain falling on the roof of a house
ESC-50,2-73544-A-27.wav,,brushing_teeth,0,2,a person is brushing their teeth with their mouth
ESC-50,2-74361-A-47.wav,,airplane,0,2,an airplane is flying overhead while a plane is taking off
ESC-50,2-74977-A-18.wav,,toilet_flush,0,2,a toilet is flushed and water is running
ESC-50,2-75726-A-6.wav,,hen,0,2,a chicken is clucking while other birds are chirping in the background
ESC-50,2-76408-A-22.wav,,clapping,0,2,a person is clapping their hands at a steady pace
ESC-50,2-76408-B-22.wav,,clapping,0,2,hands are clapping and clacking on a hard surface
ESC-50,2-76408-C-22.wav,,clapping,0,2,a person is clapping their hands at a steady pace
ESC-50,2-76408-D-22.wav,,clapping,0,2,a person is clapping their hands at a steady pace
ESC-50,2-76868-A-6.wav,,hen,0,2,a chicken is clucking while other birds are chirping in the background
ESC-50,2-77346-A-46.wav,,church_bells,0,2,church bells are ringing in the tower
ESC-50,2-77347-A-46.wav,,church_bells,0,2,church bells are ringing loudly in a large room
ESC-50,2-77945-A-41.wav,,chainsaw,1,2,a chainsaw is revved up and then cuts through a material
ESC-50,2-77945-B-41.wav,,chainsaw,1,2,a chainsaw is cutting through a piece of wood
ESC-50,2-78381-A-46.wav,,church_bells,0,2,a bell is ringing and people are talking in the background
ESC-50,2-78562-A-37.wav,,clock_alarm,0,2,an alarm clock is ringing loudly and very loud
ESC-50,2-78562-B-37.wav,,clock_alarm,0,2,an alarm clock is ringing loudly and very loud
ESC-50,2-78651-A-44.wav,,engine,0,2,a motorcycle engine is running at a steady pace
ESC-50,2-78781-A-47.wav,,airplane,0,2,an airplane is flying overhead with a plane in the sky
ESC-50,2-78799-A-47.wav,,airplane,0,2,a car is driving on a road with cars passing by in the background
ESC-50,2-79769-A-26.wav,,laughing,0,2,a person is laughing and making a lot of laughter
ESC-50,2-79775-A-26.wav,,laughing,0,2,a person is laughing with their mouth open and then they laugh
ESC-50,2-80313-A-28.wav,,snoring,0,2,a person is snoring very loudly and steadily
ESC-50,2-80482-A-20.wav,,crying_baby,1,2,a baby is crying for a long time
ESC-50,2-80844-A-13.wav,,crickets,0,2,crickets are chirping and insects are buzzing in the background
ESC-50,2-81112-A-34.wav,,can_opening,0,2,someone is opening and closing a match and then they are being lit
ESC-50,2-81190-A-34.wav,,can_opening,0,2,a person is using a shovel to dig into the air
ESC-50,2-81270-A-1.wav,,rooster,0,2,a chicken is clucking and flapping its wings
ESC-50,2-81731-A-10.wav,,rain,0,2,water drips onto a hard surface and hits the ground
ESC-50,2-81970-A-7.wav,,insects,0,2,a bee is buzzing around a hive
ESC-50,2-81970-B-7.wav,,insects,0,2,a bee is buzzing around a hive
ESC-50,2-81970-C-7.wav,,insects,0,2,a bee is buzzing loudly and slowly but gets louder
ESC-50,2-82071-A-27.wav,,brushing_teeth,0,2,a person is writing on a piece of paper with a marker
ESC-50,2-82077-A-7.wav,,insects,0,2,a very loud buzzing sound is being played
ESC-50,2-82274-A-5.wav,,cat,0,2,a cat is meowing and making noises in the background
ESC-50,2-82274-B-5.wav,,cat,0,2,a cat is meowing and purring
ESC-50,2-82367-A-10.wav,,rain,0,2,rain is falling down onto the roof of a house
ESC-50,2-82455-A-23.wav,,breathing,0,2,a person is breathing heavily in a large room
ESC-50,2-82538-A-21.wav,,sneezing,1,2,a person is sneezing twice and then blows their nose again
ESC-50,2-83270-A-13.wav,,crickets,0,2,a high pitched alarm is going off at a steady pace
ESC-50,2-83536-A-27.wav,,brushing_teeth,0,2,someone is brushing their teeth with a toothbrush
ESC-50,2-83667-A-34.wav,,can_opening,0,2,someone is opening and closing a lid of a container
ESC-50,2-83688-A-34.wav,,can_opening,0,2,a lighter is being opened and closed over and over again
ESC-50,2-83934-A-5.wav,,cat,0,2,a cat is meowing and a person is walking through the grass
ESC-50,2-83934-B-5.wav,,cat,0,2,a cat is meowing and purring
ESC-50,2-84693-A-49.wav,,hand_saw,0,2,someone is sawing a piece of wood with a saw
ESC-50,2-84943-A-18.wav,,toilet_flush,0,2,a toilet flushes and water drains and then stops
ESC-50,2-84965-A-23.wav,,breathing,0,2,a person is breathing heavily in the air
ESC-50,2-85139-A-13.wav,,crickets,0,2,crickets are chirping and insects are buzzing in the night
ESC-50,2-85292-A-24.wav,,coughing,1,2,a person coughs five times and then coughing and clearing their throat
ESC-50,2-85434-A-27.wav,,brushing_teeth,0,2,someone is brushing their teeth with a toothbrush
ESC-50,2-85471-A-34.wav,,can_opening,0,2,someone is opening and closing a lighter repeatedly
ESC-50,2-85945-A-18.wav,,toilet_flush,0,2,a toilet is flushed and water is running
ESC-50,2-86160-A-27.wav,,brushing_teeth,0,2,someone is brushing their teeth with a toothbrush
ESC-50,2-87282-A-34.wav,,can_opening,0,2,someone is opening a can of soda can and then closing it
ESC-50,2-87412-A-24.wav,,coughing,1,2,a person coughs five times and then coughing again
ESC-50,2-87780-A-33.wav,,door_wood_creaks,0,2,a person is rocking back and forth on a creaky wooden door
ESC-50,2-87781-A-10.wav,,rain,0,2,rain is falling down onto the roof of a house
ESC-50,2-87794-A-24.wav,,coughing,1,2,a person is coughing then coughs again and again
ESC-50,2-87795-A-24.wav,,coughing,1,2,a person coughs sniffs repeatedly and then sneezes twice
ESC-50,2-87799-A-24.wav,,coughing,1,2,a person coughs five times and then coughing again
ESC-50,2-88724-A-38.wav,,clock_tick,0,2,a clock is ticking very slowly and then stops
ESC-50,2-89516-A-37.wav,,clock_alarm,0,2,an alarm is ringing loudly and stops for a minute
ESC-50,2-91912-A-33.wav,,door_wood_creaks,0,2,a person is rocking back and forth in a wooden chair
ESC-50,2-91912-B-33.wav,,door_wood_creaks,0,2,a creaky wooden door is creaking back and forth
ESC-50,2-92627-A-27.wav,,brushing_teeth,0,2,someone is brushing their teeth with a toothbrush
ESC-50,2-92978-A-29.wav,,drinking_sipping,0,2,water is dripping from a tap onto a hard surface
ESC-50,2-93030-A-21.wav,,sneezing,1,2,a person coughs five times and sniffs repeatedly
ESC-50,2-94230-A-27.wav,,brushing_teeth,0,2,someone is brushing their teeth with a toothbrush
ESC-50,2-94807-A-29.wav,,drinking_sipping,0,2,a person is drinking water from a bottle
ESC-50,2-95035-A-1.wav,,rooster,0,2,a chicken is clucking and flapping its wings
ESC-50,2-95258-A-1.wav,,rooster,0,2,a chicken is clucking and flapping its wings
ESC-50,2-95258-B-1.wav,,rooster,0,2,a chicken is clucking and flapping its wings
ESC-50,2-95567-A-23.wav,,breathing,0,2,a person is breathing heavily in the background
ESC-50,2-96033-A-13.wav,,crickets,0,2,a cricket is chirping in the background and a bird is singing
ESC-50,2-96063-A-37.wav,,clock_alarm,0,2,an alarm clock is going off and then stops
ESC-50,2-96460-A-1.wav,,rooster,0,2,a chicken is crowing and a rooster crows
ESC-50,2-96654-A-47.wav,,airplane,0,2,an airplane is flying overhead with a jet airliner passing by
ESC-50,2-96904-A-27.wav,,brushing_teeth,0,2,a person is brushing their teeth with their mouth
ESC-50,2-98392-A-23.wav,,breathing,0,2,a large group of people are grunting and groaning in pain
ESC-50,2-98676-A-24.wav,,coughing,1,2,a person coughs five times and then coughing
ESC-50,2-98866-A-47.wav,,airplane,0,2,an airplane is flying over head on the runway
ESC-50,2-99795-A-32.wav,,keyboard_typing,0,2,a person is typing on a keyboard quickly
ESC-50,2-99796-A-32.wav,,keyboard_typing,0,2,a person is typing quickly on a piece of paper
ESC-50,2-99955-A-7.wav,,insects,0,2,a person is making a buzzing sound with their mouth
ESC-50,2-99955-B-7.wav,,insects,0,2,a bee is buzzing loudly and slowly but gets louder
ESC-50,2-99955-C-7.wav,,insects,0,2,a bee is buzzing loudly and consistently but it is pretty fast
ESC-50,3-100018-A-18.wav,,toilet_flush,0,3,a toilet is flushed and then stops and then drains again
ESC-50,3-100024-A-27.wav,,brushing_teeth,0,3,someone is brushing their teeth with a toothbrush
ESC-50,3-100024-B-27.wav,,brushing_teeth,0,3,someone is brushing their teeth with a toothbrush
ESC-50,3-101381-A-33.wav,,door_wood_creaks,0,3,a creaky wooden door is creaking back and forth
